,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Atemp Category,Windspeed Category,Hum Category,temperature_cat
17124,17125,2012-12-21,Springer,2012,December,7,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.040000000000001,5.001199999999997,56.99999999999999,12.998000000000001,3,205,208,Medium,Low,High,Rendah
17125,17126,2012-12-21,Springer,2012,December,8,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.040000000000001,3.998000000000001,56.99999999999999,19.0012,8,464,472,Medium,Medium,High,Rendah
17126,17127,2012-12-21,Springer,2012,December,9,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.040000000000001,1.9982000000000006,45.0,36.9974,2,265,267,Medium,High,High,Rendah
17127,17128,2012-12-21,Springer,2012,December,10,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.040000000000001,3.0014000000000003,42.0,31.0009,8,146,154,Medium,High,High,Rendah
17128,17129,2012-12-21,Springer,2012,December,11,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.040000000000001,3.0014000000000003,42.0,27.999299999999998,12,150,162,Medium,High,High,Rendah
17129,17130,2012-12-21,Springer,2012,December,12,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.040000000000001,3.0014000000000003,39.0,23.9994,25,199,224,Medium,Medium,Medium,Rendah
17130,17131,2012-12-21,Springer,2012,December,13,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.040000000000001,3.0014000000000003,39.0,27.999299999999998,26,214,240,Medium,High,Medium,Rendah
17131,17132,2012-12-21,Springer,2012,December,14,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.040000000000001,3.0014000000000003,39.0,30.002599999999997,20,199,219,Medium,High,Medium,Rendah
17132,17133,2012-12-21,Springer,2012,December,15,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.1,1.9982000000000006,42.0,26.0027,29,234,263,Medium,Medium,High,Rendah
17133,17134,2012-12-21,Springer,2012,December,16,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.1,1.9982000000000006,39.0,22.0028,28,253,281,Medium,Medium,Medium,Rendah
17134,17135,2012-12-21,Springer,2012,December,17,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,-0.9982000000000006,56.00000000000001,22.0028,24,297,321,Medium,Medium,High,Rendah
17135,17136,2012-12-21,Springer,2012,December,18,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,-0.9982000000000006,56.00000000000001,19.999499999999998,7,236,243,Medium,Medium,High,Rendah
17136,17137,2012-12-21,Springer,2012,December,19,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.160000000000002,1.0015999999999998,45.0,19.999499999999998,5,148,153,Medium,Medium,High,Rendah
17137,17138,2012-12-21,Springer,2012,December,20,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.160000000000002,1.9982000000000006,41.0,16.997899999999998,8,104,112,Medium,Medium,High,Rendah
17138,17139,2012-12-21,Springer,2012,December,21,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,-0.9982000000000006,41.0,27.999299999999998,2,68,70,Medium,High,High,Rendah
17139,17140,2012-12-21,Springer,2012,December,22,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,-0.9982000000000006,44.0,19.999499999999998,6,57,63,Medium,Medium,High,Rendah
17140,17141,2012-12-21,Springer,2012,December,23,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,-0.0015999999999998238,44.0,19.0012,1,39,40,Medium,Medium,High,Rendah
17141,17142,2012-12-22,Springer,2012,December,0,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,-2.0013999999999985,44.0,39.000699999999995,1,30,31,Medium,High,High,Rendah
17142,17143,2012-12-22,Springer,2012,December,1,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,-2.0013999999999985,44.0,30.002599999999997,1,34,35,Medium,High,High,Rendah
17143,17144,2012-12-22,Springer,2012,December,2,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,-2.0013999999999985,44.0,35.0008,0,23,23,Medium,High,High,Rendah
17144,17145,2012-12-22,Springer,2012,December,3,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,-2.0013999999999985,48.0,30.002599999999997,0,7,7,Medium,High,High,Rendah
17145,17146,2012-12-22,Springer,2012,December,4,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,1.0015999999999998,48.0,12.998000000000001,3,2,5,Medium,Low,High,Rendah
17146,17147,2012-12-22,Springer,2012,December,5,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,-0.9982000000000006,48.0,27.999299999999998,0,5,5,Medium,High,High,Rendah
17147,17148,2012-12-22,Springer,2012,December,6,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,-0.9982000000000006,44.0,27.999299999999998,0,13,13,Medium,High,High,Rendah
17148,17149,2012-12-22,Springer,2012,December,7,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,-0.9982000000000006,44.0,27.999299999999998,2,18,20,Medium,High,High,Rendah
17149,17150,2012-12-22,Springer,2012,December,8,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,-2.0013999999999985,44.0,40.9973,0,29,29,Medium,Very High,High,Rendah
17150,17151,2012-12-22,Springer,2012,December,9,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,-0.9982000000000006,48.0,26.0027,13,77,90,Medium,Medium,High,Rendah
17151,17152,2012-12-22,Springer,2012,December,10,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,-0.9982000000000006,48.0,22.0028,13,105,118,Medium,Medium,High,Rendah
17152,17153,2012-12-22,Springer,2012,December,11,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.160000000000002,1.0015999999999998,41.0,23.9994,29,130,159,Medium,Medium,High,Rendah
17153,17154,2012-12-22,Springer,2012,December,12,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.1,1.0015999999999998,36.0,43.9989,18,128,146,Medium,Very High,Medium,Rendah
17154,17155,2012-12-22,Springer,2012,December,13,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.040000000000001,3.0014000000000003,36.0,30.002599999999997,23,135,158,Medium,High,Medium,Rendah
17155,17156,2012-12-22,Springer,2012,December,14,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.040000000000001,3.0014000000000003,36.0,31.0009,20,141,161,Medium,High,Medium,Rendah
17156,17157,2012-12-22,Springer,2012,December,15,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.040000000000001,1.9982000000000006,33.0,39.000699999999995,14,139,153,Medium,High,Medium,Rendah
17157,17158,2012-12-22,Springer,2012,December,16,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.1,1.9982000000000006,39.0,30.002599999999997,23,124,147,Medium,High,Medium,Rendah
17158,17159,2012-12-22,Springer,2012,December,17,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.160000000000002,1.0015999999999998,41.0,19.999499999999998,15,99,114,Medium,Medium,High,Rendah
17159,17160,2012-12-22,Springer,2012,December,18,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,-2.0013999999999985,44.0,31.0009,7,75,82,Medium,High,High,Rendah
17160,17161,2012-12-22,Springer,2012,December,19,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",3.2799999999999994,-2.0013999999999985,48.0,23.9994,9,51,60,Medium,Medium,High,Rendah
17161,17162,2012-12-22,Springer,2012,December,20,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",3.2799999999999994,-0.0015999999999998238,48.0,11.0014,6,55,61,Medium,Low,High,Rendah
17162,17163,2012-12-22,Springer,2012,December,21,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",2.34,-2.0013999999999985,51.0,19.0012,4,49,53,Medium,Medium,High,Rendah
17163,17164,2012-12-22,Springer,2012,December,22,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",2.34,-2.0013999999999985,51.0,19.0012,1,38,39,Medium,Medium,High,Rendah
17164,17165,2012-12-22,Springer,2012,December,23,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",2.34,-0.9982000000000006,51.0,12.998000000000001,3,37,40,Medium,Low,High,Rendah
17165,17166,2012-12-23,Springer,2012,December,0,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",2.34,-2.0013999999999985,47.0,19.0012,3,24,27,Medium,Medium,High,Rendah
17166,17167,2012-12-23,Springer,2012,December,1,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",2.34,-0.9982000000000006,47.0,12.998000000000001,1,19,20,Medium,Low,High,Rendah
17167,17168,2012-12-23,Springer,2012,December,2,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1.4000000000000004,-2.0013999999999985,51.0,11.0014,1,17,18,Medium,Low,High,Rendah
17168,17169,2012-12-23,Springer,2012,December,3,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1.4000000000000004,-2.0013999999999985,51.0,8.9981,0,9,9,Medium,Low,High,Rendah
17169,17170,2012-12-23,Springer,2012,December,4,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1.4000000000000004,-2.0013999999999985,47.0,8.9981,1,3,4,Medium,Low,High,Rendah
17170,17171,2012-12-23,Springer,2012,December,5,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1.4000000000000004,1.0015999999999998,51.0,0.0,0,6,6,Medium,Low,High,Rendah
17171,17172,2012-12-23,Springer,2012,December,6,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-0.47999999999999954,-2.9979999999999993,64.0,6.0032,4,5,9,Low,Low,Very High,Rendah
17172,17173,2012-12-23,Springer,2012,December,7,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-0.47999999999999954,-2.9979999999999993,64.0,6.0032,3,16,19,Low,Low,Very High,Rendah
17173,17174,2012-12-23,Springer,2012,December,8,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-1.419999999999999,-4.997800000000002,69.0,7.0015,5,43,48,Low,Low,Very High,Sangat Rendah
17174,17175,2012-12-23,Springer,2012,December,9,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1.4000000000000004,-0.9982000000000006,59.0,7.0015,7,49,56,Medium,Low,High,Rendah
17175,17176,2012-12-23,Springer,2012,December,10,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",2.34,-0.9982000000000006,64.0,12.998000000000001,26,67,93,Medium,Low,Very High,Rendah
17176,17177,2012-12-23,Springer,2012,December,11,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",3.2799999999999994,-0.9982000000000006,52.0,12.998000000000001,48,104,152,Medium,Low,High,Rendah
17177,17178,2012-12-23,Springer,2012,December,12,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.1,3.0014000000000003,42.0,12.998000000000001,52,144,196,Medium,Low,High,Rendah
17178,17179,2012-12-23,Springer,2012,December,13,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.040000000000001,3.998000000000001,39.0,15.001299999999999,63,123,186,Medium,Medium,Medium,Rendah
17179,17180,2012-12-23,Springer,2012,December,14,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.98,3.998000000000001,31.0,19.999499999999998,57,118,175,Medium,Medium,Medium,Rendah
17180,17181,2012-12-23,Springer,2012,December,15,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.98,5.997799999999998,34.0,8.9981,39,98,137,Medium,Low,Medium,Rendah
17181,17182,2012-12-23,Springer,2012,December,16,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.98,5.997799999999998,34.0,12.998000000000001,53,137,190,Medium,Low,Medium,Rendah
17182,17183,2012-12-23,Springer,2012,December,17,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.040000000000001,5.001199999999997,49.0,12.998000000000001,21,93,114,Medium,Low,High,Rendah
17183,17184,2012-12-23,Springer,2012,December,18,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.1,3.998000000000001,45.0,11.0014,8,85,93,Medium,Low,High,Rendah
17184,17185,2012-12-23,Springer,2012,December,19,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.1,5.997799999999998,42.0,0.0,4,54,58,Medium,Low,High,Rendah
17185,17186,2012-12-23,Springer,2012,December,20,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.220000000000001,3.998000000000001,65.0,0.0,0,52,52,Medium,Low,Very High,Rendah
17186,17187,2012-12-23,Springer,2012,December,21,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",3.2799999999999994,3.0014000000000003,70.0,0.0,4,38,42,Medium,Low,Very High,Rendah
17187,17188,2012-12-23,Springer,2012,December,22,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",3.2799999999999994,1.0015999999999998,60.0,7.0015,5,53,58,Medium,Low,High,Rendah
17188,17189,2012-12-23,Springer,2012,December,23,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",3.2799999999999994,3.0014000000000003,60.0,0.0,3,22,25,Medium,Low,High,Rendah
17189,17190,2012-12-24,Springer,2012,December,0,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",2.34,1.9982000000000006,69.0,0.0,0,12,12,Medium,Low,Very High,Rendah
17190,17191,2012-12-24,Springer,2012,December,1,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",2.34,1.9982000000000006,69.0,0.0,0,11,11,Medium,Low,Very High,Rendah
17191,17192,2012-12-24,Springer,2012,December,2,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1.4000000000000004,1.0015999999999998,75.0,0.0,0,5,5,Medium,Low,Very High,Rendah
17192,17193,2012-12-24,Springer,2012,December,3,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1.4000000000000004,1.0015999999999998,75.0,0.0,1,2,3,Medium,Low,Very High,Rendah
17193,17194,2012-12-24,Springer,2012,December,5,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4599999999999991,-2.9979999999999993,80.0,8.9981,0,9,9,Low,Low,Very High,Rendah
17194,17195,2012-12-24,Springer,2012,December,6,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1.4000000000000004,1.0015999999999998,75.0,0.0,1,16,17,Medium,Low,Very High,Rendah
17195,17196,2012-12-24,Springer,2012,December,7,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1.4000000000000004,1.0015999999999998,69.0,0.0,3,27,30,Medium,Low,Very High,Rendah
17196,17197,2012-12-24,Springer,2012,December,8,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",2.34,1.9982000000000006,69.0,0.0,4,62,66,Medium,Low,Very High,Rendah
17197,17198,2012-12-24,Springer,2012,December,9,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,1.0015999999999998,65.0,7.0015,17,68,85,Medium,Low,Very High,Rendah
17198,17199,2012-12-24,Springer,2012,December,10,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,3.998000000000001,65.0,0.0,21,82,103,Medium,Low,Very High,Rendah
17199,17200,2012-12-24,Springer,2012,December,11,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,1.0015999999999998,60.0,11.0014,20,104,124,Medium,Low,High,Rendah
17200,17201,2012-12-24,Springer,2012,December,12,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",5.160000000000002,3.998000000000001,56.00000000000001,6.0032,22,113,135,Medium,Low,High,Rendah
17201,17202,2012-12-24,Springer,2012,December,13,No,Monday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",3.2799999999999994,1.0015999999999998,81.0,7.0015,16,54,70,Medium,Low,Extremely High,Rendah
17202,17203,2012-12-24,Springer,2012,December,14,No,Monday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",3.2799999999999994,1.0015999999999998,87.0,7.0015,13,33,46,Medium,Low,Extremely High,Rendah
17203,17204,2012-12-24,Springer,2012,December,15,No,Monday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",3.2799999999999994,-0.9982000000000006,87.0,15.001299999999999,6,27,33,Medium,Medium,Extremely High,Rendah
17204,17205,2012-12-24,Springer,2012,December,16,No,Monday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",3.2799999999999994,-0.9982000000000006,87.0,15.001299999999999,6,27,33,Medium,Medium,Extremely High,Rendah
17205,17206,2012-12-24,Springer,2012,December,17,No,Monday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",3.2799999999999994,-0.0015999999999998238,93.0,11.0014,7,19,26,Medium,Low,Extremely High,Rendah
17206,17207,2012-12-24,Springer,2012,December,18,No,Monday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",3.2799999999999994,1.0015999999999998,93.0,7.0015,6,20,26,Medium,Low,Extremely High,Rendah
17207,17208,2012-12-24,Springer,2012,December,19,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,-0.0015999999999998238,93.0,8.9981,4,14,18,Medium,Low,Extremely High,Rendah
17208,17209,2012-12-24,Springer,2012,December,20,No,Monday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",3.2799999999999994,-0.0015999999999998238,93.0,8.9981,6,17,23,Medium,Low,Extremely High,Rendah
17209,17210,2012-12-24,Springer,2012,December,21,No,Monday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",3.2799999999999994,1.0015999999999998,93.0,6.0032,13,9,22,Medium,Low,Extremely High,Rendah
17210,17211,2012-12-24,Springer,2012,December,22,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,3.0014000000000003,93.0,0.0,7,5,12,Medium,Low,Extremely High,Rendah
17211,17212,2012-12-24,Springer,2012,December,23,No,Monday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",3.2799999999999994,3.0014000000000003,93.0,0.0,1,10,11,Medium,Low,Extremely High,Rendah
17212,17213,2012-12-25,Springer,2012,December,0,Yes,Tuesday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",3.2799999999999994,1.0015999999999998,93.0,6.0032,3,10,13,Medium,Low,Extremely High,Rendah
17213,17214,2012-12-25,Springer,2012,December,1,Yes,Tuesday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,1.0015999999999998,87.0,11.0014,0,13,13,Medium,Low,Extremely High,Rendah
17214,17215,2012-12-25,Springer,2012,December,2,Yes,Tuesday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,1.0015999999999998,87.0,11.0014,0,7,7,Medium,Low,Extremely High,Rendah
17215,17216,2012-12-25,Springer,2012,December,4,Yes,Tuesday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,1.0015999999999998,87.0,6.0032,0,1,1,Medium,Low,Extremely High,Rendah
17216,17217,2012-12-25,Springer,2012,December,5,Yes,Tuesday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2.34,-0.9982000000000006,93.0,8.9981,2,1,3,Medium,Low,Extremely High,Rendah
17217,17218,2012-12-25,Springer,2012,December,6,Yes,Tuesday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2.34,-0.9982000000000006,93.0,8.9981,1,6,7,Medium,Low,Extremely High,Rendah
17218,17219,2012-12-25,Springer,2012,December,7,Yes,Tuesday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2.34,-0.9982000000000006,93.0,11.0014,0,6,6,Medium,Low,Extremely High,Rendah
17219,17220,2012-12-25,Springer,2012,December,8,Yes,Tuesday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,3.0014000000000003,87.0,0.0,1,10,11,Medium,Low,Extremely High,Rendah
17220,17221,2012-12-25,Springer,2012,December,9,Yes,Tuesday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,1.0015999999999998,87.0,0.0,7,21,28,Medium,Low,Extremely High,Rendah
17221,17222,2012-12-25,Springer,2012,December,10,Yes,Tuesday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.160000000000002,5.001199999999997,81.0,0.0,11,21,32,Medium,Low,Extremely High,Rendah
17222,17223,2012-12-25,Springer,2012,December,11,Yes,Tuesday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.1,5.001199999999997,75.0,6.0032,43,43,86,Medium,Low,Very High,Rendah
17223,17224,2012-12-25,Springer,2012,December,12,Yes,Tuesday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.040000000000001,5.997799999999998,76.0,6.0032,62,52,114,Medium,Low,Very High,Rendah
17224,17225,2012-12-25,Springer,2012,December,13,Yes,Tuesday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.8,11.000600000000002,50.0,22.0028,75,46,121,High,Medium,High,Sedang
17225,17226,2012-12-25,Springer,2012,December,14,Yes,Tuesday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.86,9.997399999999999,46.0,19.999499999999998,58,68,126,Medium,Medium,High,Rendah
17226,17227,2012-12-25,Springer,2012,December,15,Yes,Tuesday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.919999999999998,5.997799999999998,50.0,16.997899999999998,51,56,107,Medium,Medium,High,Rendah
17227,17228,2012-12-25,Springer,2012,December,16,Yes,Tuesday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.919999999999998,5.997799999999998,50.0,16.997899999999998,48,38,86,Medium,Medium,High,Rendah
17228,17229,2012-12-25,Springer,2012,December,17,Yes,Tuesday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.040000000000001,3.998000000000001,56.99999999999999,16.997899999999998,16,34,50,Medium,Medium,High,Rendah
17229,17230,2012-12-25,Springer,2012,December,18,Yes,Tuesday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.040000000000001,3.998000000000001,66.0,16.997899999999998,20,23,43,Medium,Medium,Very High,Rendah
17230,17231,2012-12-25,Springer,2012,December,19,Yes,Tuesday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.040000000000001,3.998000000000001,66.0,15.001299999999999,16,20,36,Medium,Medium,Very High,Rendah
17231,17232,2012-12-25,Springer,2012,December,20,Yes,Tuesday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.040000000000001,3.998000000000001,66.0,19.0012,11,29,40,Medium,Medium,Very High,Rendah
17232,17233,2012-12-25,Springer,2012,December,21,Yes,Tuesday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.1,3.0014000000000003,65.0,12.998000000000001,8,26,34,Medium,Low,Very High,Rendah
17233,17234,2012-12-25,Springer,2012,December,22,Yes,Tuesday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.1,3.998000000000001,70.0,11.0014,3,16,19,Medium,Low,Very High,Rendah
17234,17235,2012-12-25,Springer,2012,December,23,Yes,Tuesday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",5.160000000000002,1.9982000000000006,65.0,16.997899999999998,4,26,30,Medium,Medium,Very High,Rendah
17235,17236,2012-12-26,Springer,2012,December,0,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",5.160000000000002,1.9982000000000006,65.0,16.997899999999998,1,8,9,Medium,Medium,Very High,Rendah
17236,17237,2012-12-26,Springer,2012,December,1,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,-0.9982000000000006,65.0,19.999499999999998,0,7,7,Medium,Medium,Very High,Rendah
17237,17238,2012-12-26,Springer,2012,December,2,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.220000000000001,-0.9982000000000006,65.0,19.999499999999998,0,1,1,Medium,Medium,Very High,Rendah
17238,17239,2012-12-26,Springer,2012,December,3,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.2799999999999994,-2.0013999999999985,70.0,23.9994,0,2,2,Medium,Medium,Very High,Rendah
17239,17240,2012-12-26,Springer,2012,December,4,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",2.34,-2.9979999999999993,69.0,23.9994,0,2,2,Low,Medium,Very High,Rendah
17240,17241,2012-12-26,Springer,2012,December,5,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2.34,-2.0013999999999985,69.0,19.0012,0,11,11,Medium,Medium,Very High,Rendah
17241,17242,2012-12-26,Springer,2012,December,6,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2.34,-2.0013999999999985,69.0,15.001299999999999,0,36,36,Medium,Medium,Very High,Rendah
17242,17243,2012-12-26,Springer,2012,December,7,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",1.4000000000000004,-4.001200000000001,86.0,22.0028,0,26,26,Low,Medium,Extremely High,Sangat Rendah
17243,17244,2012-12-26,Springer,2012,December,8,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",1.4000000000000004,-4.001200000000001,86.0,22.0028,0,31,31,Low,Medium,Extremely High,Sangat Rendah
17244,17245,2012-12-26,Springer,2012,December,9,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",1.4000000000000004,-4.001200000000001,86.0,22.0028,1,22,23,Low,Medium,Extremely High,Sangat Rendah
